vector_id, input_vector                                                , PO_388, PO_389, PO_390, PO_391, PO_418, PO_419, PO_420, PO_421, PO_422, PO_423, PO_446, PO_447, PO_448, PO_449, PO_450, PO_767, PO_768, PO_850, PO_863, PO_864, PO_865, PO_866, PO_874, PO_878, PO_879, PO_880
      969, 100011010011100110010001100000111101010111101000010000001001,      1,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1
      970, 011010011010001110100101000101100111100000000010111100010010,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      0,      0,      1,      1,      1,      0
      971, 110100110001111110010011000100011011000111101110110001101010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      0,      0,      1,      0
      972, 001011101111000101001111000001010010100011110100111110110001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      973, 100110010110001010100000111111110001110110011110110100100111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      1,      0,      1
      974, 110001100110000101010110100111001000111111011001011000100101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      975, 000001001101011010111001011000110011111100011100011001010100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      1,      1
      976, 000010111100101100111110111000011010011011101001110011010111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      1
      977, 000100101001010111100101110100101100111010010001000001000110,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      0,      0,      1,      1,      1,      0,      1,      1
      978, 100011010100111100101010110100001001101010010010011011001000,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      0,      0,      1,      1,      0,      1,      1,      0,      1
      979, 101001011010100111011111100011110001110011111100001101110010,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      1,      1,      1,      1
      980, 000110000010000110111110011100010001101100111011000011101011,      0,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      1,      0,      0,      1,      0,      1,      1,      0,      0,      0,      0,      0
      981, 000111001011001001100011100000101100110101100111100100000110,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0
      982, 111101010111110011110100101000110001101101010010111110110000,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      0,      1,      0,      1,      0,      1,      0,      1,      1,      1,      0,      1,      0,      1,      1
      983, 000110011011111011101011010011101000001011100001101011000100,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      0,      0,      1,      0,      0,      1,      1,      1
      984, 101001100110011110111001001110111011000101010101101010001111,      0,      1,      0,      0,      0,      1,      0,      0,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      1,      0,      1,      0
      985, 100001010100001010110100010110101110000101010001101101100011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      0
      986, 001101001010100010100000010001000111011111001100101100111100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      987, 001110011110010100100111000000110000001001100001000000000100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
      988, 000001000010010011001011110111001111100111100100011100100111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      989, 010011111010011111011001001110001111011111101100101001000011,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      0,      1,      1,      1,      1,      0
      990, 011110010110101110011111110101001000110111111001010111000001,      0,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      991, 001011100101001000110100000111111001100001101010100011110001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      0
      992, 010001001101011011010111011110110111000100001100011100101101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      0
      993, 011100110001010011111100100011110011110010101010010000001010,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      1
      994, 001011111111000101111101111100000010101010000101010111101011,      1,      0,      1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      995, 000010010110000110000001001101100111010000001100010011101001,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      1,      0
